Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return,MA_5,MA_20,Volatility_20,Volatility_20_Annualized,High_Volatility
2023-09-01,19409.5,20270.0,19377.0,19709.0,110560000.0,0.015182147134192636,0.015068051698196909,19371.6,17931.545000000002,,,False
2023-10-01,19650.0,19884.0,18840.55,19158.2,109930000.0,-0.02794662337003395,-0.028344561801068886,19477.33,18049.7425,0.038784494722017095,0.6156847665585266,False
2023-11-01,19251.4,20291.6,19157.05,20270.6,24710000.0,0.05806390997066524,0.056440738011209114,19679.2,18190.035,0.03978644239447058,0.6315901927665981,False
2023-12-01,20292.9,21939.9,20292.9,21885.95,134500000.0,0.07968930372065963,0.07667331800766858,20087.6,18427.57,0.04228043999624695,0.6711811773147488,False
2024-01-01,21849.8,22149.9,21141.0,21808.6,167100000.0,-0.0035342308650071486,-0.0035404910131355515,20566.469999999998,18689.120000000003,0.041111936148762525,0.6526317537959532,False
2024-02-01,21800.15,22344.45,21600.85,21982.8,157990000.0,0.007987674587089488,0.007955941982246133,21021.230000000003,18999.2475,0.03843613815950379,0.6101547775666013,False
2024-03-01,22203.0,22619.9,21798.05,22326.9,133070000.0,0.015653147005840973,0.015531900126922026,21654.969999999998,19255.5,0.034421641813141106,0.5464266237366829,False
2024-04-01,22539.95,22850.0,21813.6,22718.3,141890000.0,0.01753042294272822,0.017378537585638933,22144.510000000002,19500.04,0.03402344827787191,0.5401054973287074,False
2024-05-01,22702.05,23177.0,21900.0,22700.7,156350000.0,-0.0007747058538710716,-0.0007750060935260431,22307.46,19779.915,0.03182979711849553,0.505282364743077,False
2024-06-01,23501.65,24240.0,21265.0,24132.25,189750000.0,0.06306193201090715,0.061153359196923045,22772.19,20083.975,0.032385025562050467,0.5140963430379318,False
2024-07-01,24125.0,25075.0,24066.0,25013.15,138240000.0,0.036503019817878624,0.03585256636545753,23378.260000000002,20390.907499999998,0.03199492120991124,0.5079036284311856,False
2024-08-01,25060.05,25399.0,23912.5,25376.9,137430000.0,0.014542350723519393,0.01443762482741866,23988.260000000002,20749.41,0.02975541622873344,0.4723525889906646,False
2024-09-01,25412.05,26402.9,24816.0,25990.15,126730000.0,0.02416567823493021,0.02387830868119122,24642.63,21158.985,0.028281503134727135,0.4489549439854899,False
2024-10-01,26101.0,26192.95,24211.35,24388.3,31580000.0,-0.061632964796278666,-0.06361411098568664,24980.15,21508.230000000003,0.03241259050490752,0.5145339229401525,False
2024-11-01,24540.0,24811.5,23433.45,24465.4,34830000.0,0.003161351959751313,0.0031563653934080877,25046.780000000002,21859.3675,0.03239077290673923,0.5141875793064045,False
2024-12-01,24300.0,24930.0,23575.0,23805.85,124530000.0,-0.026958480139298913,-0.02732852570172455,24805.32,22144.1025,0.03345937576570614,0.5311511237971188,False
2025-01-01,23500.0,24314.0,22809.0,23620.2,140460000.0,-0.007798503309060512,-0.00782907065942292,24453.980000000003,22393.635000000002,0.03362900332182608,0.5338438777711009,False
2025-02-01,23584.0,23853.8,22233.35,22280.05,140720000.0,-0.05673745353553317,-0.05841061891214039,23711.96,22544.575,0.03656755645871591,0.5804919626584563,False
2025-03-01,22341.0,23893.9,22101.0,23637.65,120980000.0,0.060933435966257,0.05914912059146283,23561.83,22734.26,0.03816174976941001,0.6057989969096123,False
2025-04-01,23530.0,24567.9,21860.0,24418.4,152170000.0,0.03302993317863656,0.0324961666573069,23552.43,22984.4675,0.03777127314819074,0.5996003727144265,False
2025-05-01,24399.9,25149.0,23984.0,24871.2,167690000.0,0.018543393506536,0.018373561085474947,23765.5,23242.5775,0.03779268390845696,0.599940257996698,False
2025-06-01,24799.0,25792.4,24575.3,25614.2,132870000.0,0.029873910386310376,0.02943637764729003,24164.3,23565.377500000002,0.036742898122093484,0.5832754252730491,False
2025-07-01,25636.0,25695.1,24625.1,24768.35,106320000.0,-0.03302269834701077,-0.03358025675884642,24661.960000000003,23790.265,0.036803829721539165,0.5842426844277612,False
2025-08-01,24800.0,25179.0,24409.0,24568.5,102670000.0,-0.008068765178140591,-0.00810149383601702,24848.129999999997,23924.392499999998,0.033202317975492786,0.5270704578842608,False
2025-09-01,24581.1,25525.0,24580.0,24611.1,100630000.0,0.0017339275902068518,0.0017324260731934322,24886.670000000002,24064.517499999998,0.03314084154508473,0.5260945498061507,False
2025-10-01,24751.8,26284.9,24725.0,25905.5,123480000.0,0.052594154670047244,0.05125774069207027,25093.53,24260.652500000004,0.03470420983020931,0.5509122519464217,False
2025-11-01,25890.0,26495.6,25428.1,26387.4,108360000.0,0.018602227326243614,0.01843132212044693,25248.170000000002,24463.677499999998,0.03474103168770535,0.5514967808128975,False
2025-12-01,26750.0,26794.9,26115.0,26617.1,3210000.0,0.008704912192940562,0.008667242892254163,25617.92,24658.6175,0.0346824977298803,0.550567583038953,False
2026-01-01,26635.0,26825.0,25283.5,25749.0,5320000.0,-0.032614371963887834,-0.033158074982179014,25854.02,24811.0325,0.035843060329599774,0.568990943157635,False
2026-02-01,25745.0,26610.7,24979.8,25598.2,4780000.0,-0.005856538117985144,-0.005873754890715484,26051.44,24884.329999999998,0.03339169892595355,0.5300767872720941,False
2026-03-01,25200.0,25312.6,22381.0,22426.2,50730000.0,-0.12391496277081981,-0.1322921182946319,25355.579999999998,24754.982500000002,0.04294362661571721,0.6817089385224124,False
2026-04-01,22850.0,24604.0,22276.7,24098.2,113150000.0,0.07455565365509975,0.07190723069173648,24897.74,24691.0475,0.046311513533918505,0.7351724858985025,True
2026-05-01,24221.0,24535.0,23320.0,23748.8,92580000.0,-0.014499008224680754,-0.014605146022218372,24324.079999999998,24578.98,0.04598806387664667,0.7300378817697604,True
2026-06-01,23740.0,24279.9,23105.0,23865.75,95360000.0,0.0049244593411035265,0.0049123738512984625,23947.43,24552.8525,0.043919175922088376,0.6971953036604503,True
2026-07-01,23994.5,24565.3,23640.0,24452.6,75570000.0,0.02458963158501204,0.024292172995881336,23718.31,24552.2125,0.04426398810465501,0.7026690273650307,True
2026-08-01,24601.5,24781.0,24500.0,24677.0,16300000.0,0.009176938239696453,0.009135085997403588,24168.47,24595.77,0.0438007538802609,0.6953154120259064,False
