"Date","Price","Open","High","Low","Vol.","Change %"
"27-11-2024","24,437.55","24,349.90","24,524.00","24,297.85","4.66M","0.33%"
"26-11-2024","24,356.90","24,406.00","24,480.05","24,275.00","3.10M","-0.26%"
"25-11-2024","24,421.55","24,354.55","24,500.00","24,265.00","3.76M","1.66%"
"22-11-2024","24,022.90","23,575.00","24,095.00","23,529.95","2.56M","2.22%"
"21-11-2024","23,501.95","23,686.05","23,686.05","23,433.45","1.12M","-0.78%"
"19-11-2024","23,686.05","23,725.00","23,990.00","23,636.00","923.35K","0.10%"
"18-11-2024","23,661.50","23,745.00","23,786.70","23,540.15","910.38K","-0.35%"
"14-11-2024","23,745.20","23,800.00","23,904.90","23,710.00","544.65K","-0.25%"
"13-11-2024","23,805.55","24,080.00","24,090.00","23,756.30","868.83K","-1.28%"
"12-11-2024","24,114.35","24,417.00","24,470.95","24,075.20","590.35K","-1.08%"
"11-11-2024","24,378.60","24,338.00","24,579.00","24,250.00","570.78K","0.02%"
"08-11-2024","24,374.70","24,437.95","24,533.00","24,315.00","339.63K","-0.31%"
"07-11-2024","24,451.20","24,745.00","24,745.00","24,435.00","470.15K","-1.15%"
"06-11-2024","24,734.90","24,439.85","24,811.50","24,439.85","679.70K","1.21%"
"05-11-2024","24,439.85","24,285.00","24,460.00","24,131.05","459.23K","0.73%"
"04-11-2024","24,263.40","24,524.95","24,524.95","24,051.00","635.83K","-1.07%"
"01-11-2024","24,525.05","24,540.00","24,559.30","24,505.00","108.75K","0.56%"
"31-10-2024","24,388.30","24,472.75","24,479.95","24,322.00","6.35M","-0.48%"
"30-10-2024","24,506.50","24,595.00","24,660.00","24,458.75","4.59M","-0.43%"
"29-10-2024","24,612.30","24,502.05","24,634.35","24,301.65","4.19M","0.53%"
"28-10-2024","24,482.05","24,400.00","24,630.75","24,297.50","3.02M","0.61%"
"25-10-2024","24,333.30","24,593.95","24,602.80","24,211.35","2.18M","-1.06%"
"24-10-2024","24,593.90","24,699.95","24,699.95","24,529.05","819.13K","-0.10%"
"23-10-2024","24,619.55","24,650.00","24,811.70","24,593.00","1.13M","-0.22%"
"22-10-2024","24,673.15","24,921.00","25,070.00","24,644.55","1.22M","-1.01%"
"21-10-2024","24,924.70","25,129.50","25,163.95","24,865.60","828.40K","-0.66%"
"18-10-2024","25,089.55","24,916.00","25,136.10","24,788.00","756.28K","0.42%"
"17-10-2024","24,985.05","25,200.05","25,223.10","24,956.60","637.60K","-0.84%"
"16-10-2024","25,196.00","25,233.65","25,320.00","25,116.55","485.65K","-0.28%"
"15-10-2024","25,265.55","25,401.05","25,422.65","25,215.20","358.43K","-0.39%"
"14-10-2024","25,363.45","25,235.00","25,400.00","25,224.75","332.75K","0.69%"
"11-10-2024","25,189.30","25,298.65","25,298.65","25,152.00","244.85K","-0.30%"
"10-10-2024","25,266.30","25,362.00","25,406.00","25,250.00","394.18K","0.14%"
"09-10-2024","25,230.40","25,308.00","25,490.00","25,190.55","546.78K","-0.17%"
"08-10-2024","25,273.95","25,140.20","25,335.00","25,080.00","540.55K","0.59%"
"07-10-2024","25,126.85","25,350.00","25,449.05","25,033.05","778.93K","-0.79%"
"04-10-2024","25,327.20","25,560.05","25,770.00","25,280.00","899.65K","-1.16%"
"03-10-2024","25,623.50","25,940.00","25,960.00","25,588.55","969.55K","-1.82%"
"01-10-2024","26,098.50","26,101.00","26,192.95","26,027.20","332.48K","-0.10%"
"30-09-2024","26,123.80","26,399.00","26,401.40","26,086.00","671.90K","-1.27%"
"27-09-2024","26,459.15","26,399.00","26,499.00","26,399.00","452.08K","0.57%"
"26-09-2024","26,308.85","26,105.50","26,336.45","26,105.50","9.88M","0.70%"
"25-09-2024","26,126.70","26,065.05","26,155.00","26,005.65","4.97M","0.17%"
"24-09-2024","26,081.35","26,055.90","26,130.00","26,025.50","4.63M","0.14%"
"23-09-2024","26,043.85","25,900.00","26,075.00","25,900.00","3.98M","0.60%"
"20-09-2024","25,887.40","25,650.00","25,921.15","25,572.40","3.88M","1.08%"
"19-09-2024","25,611.75","25,598.00","25,754.00","25,542.95","1.41M","0.36%"
"18-09-2024","25,519.80","25,564.70","25,631.95","25,428.00","814.68K","-0.20%"
"17-09-2024","25,571.65","25,565.20","25,595.00","25,511.90","384.80K","0.03%"
"16-09-2024","25,565.20","25,495.20","25,607.00","25,495.20","421.18K","0.27%"
"13-09-2024","25,495.15","25,460.05","25,550.00","25,432.00","472.03K","0.05%"
"12-09-2024","25,481.45","25,110.00","25,540.00","25,110.00","1.22M","1.64%"
"11-09-2024","25,069.55","25,200.00","25,267.30","25,042.75","411.98K","-0.57%"
"10-09-2024","25,212.45","25,150.00","25,297.80","25,054.25","449.75K","0.39%"
"09-09-2024","25,113.50","25,047.00","25,128.00","24,951.05","404.70K","0.28%"
"06-09-2024","25,043.50","25,340.00","25,349.00","24,992.55","854.33K","-1.30%"
"05-09-2024","25,372.80","25,400.00","25,450.00","25,361.70","284.95K","-0.02%"
"04-09-2024","25,378.15","25,325.00","25,400.00","25,298.65","395.45K","-0.41%"
"03-09-2024","25,481.95","25,425.05","25,520.00","25,425.05","173.85K","0.06%"
"02-09-2024","25,467.80","25,519.85","25,543.05","25,425.95","286.73K","-0.12%"
"30-08-2024","25,498.45","25,421.05","25,519.85","25,400.00","402.13K","0.92%"
"29-08-2024","25,265.20","25,150.00","25,290.00","25,113.00","10.78M","0.41%"
"28-08-2024","25,161.60","25,125.00","25,256.00","25,094.25","5.35M","0.11%"
"27-08-2024","25,133.70","25,151.55","25,211.95","25,105.20","3.41M","-0.13%"
"26-08-2024","25,165.50","25,035.20","25,197.00","25,003.20","3.21M","0.80%"
"23-08-2024","24,965.65","24,960.25","25,008.60","24,918.00","1.00M","0.00%"
"22-08-2024","24,966.25","24,950.00","24,992.50","24,933.70","906.13K","0.17%"
"21-08-2024","24,922.85","24,829.00","24,932.00","24,813.65","708.78K","0.33%"
"20-08-2024","24,841.15","24,755.15","24,886.00","24,750.00","752.00K","0.48%"
"19-08-2024","24,723.50","24,725.00","24,779.95","24,663.40","525.85K","0.06%"
"16-08-2024","24,707.75","24,424.90","24,725.00","24,372.30","1.15M","1.65%"
"14-08-2024","24,307.65","24,332.00","24,359.45","24,260.35","307.90K","0.06%"
"13-08-2024","24,292.20","24,492.00","24,527.70","24,266.00","597.20K","-0.82%"
"12-08-2024","24,492.30","24,460.00","24,656.90","24,410.00","604.03K","-0.15%"
"09-08-2024","24,529.40","24,550.00","24,569.00","24,452.95","495.70K","1.06%"
"08-08-2024","24,272.00","24,400.00","24,490.00","24,250.05","676.20K","-0.93%"
"07-08-2024","24,499.25","24,400.00","24,521.15","24,346.80","569.30K","1.32%"
"06-08-2024","24,179.85","24,372.00","24,522.95","24,132.40","758.98K","-0.21%"
"05-08-2024","24,231.15","24,729.95","24,729.95","24,053.25","1.43M","-2.43%"
"02-08-2024","24,835.80","24,936.00","25,007.45","24,801.00","633.15K","-1.24%"
"01-08-2024","25,147.60","25,192.90","25,239.90","25,110.00","371.13K","0.06%"
"31-07-2024","25,132.95","25,055.00","25,150.00","25,033.00","276.68K","0.33%"
"30-07-2024","25,051.50","25,000.00","25,130.00","24,900.05","333.80K","0.11%"
"29-07-2024","25,024.70","25,099.55","25,180.00","24,957.00","550.05K","0.01%"
"26-07-2024","25,022.65","24,589.95","25,044.00","24,568.15","853.30K","2.32%"
"25-07-2024","24,455.40","24,368.00","24,480.00","24,308.70","10.29M","-0.15%"
"24-07-2024","24,492.20","24,557.95","24,600.00","24,385.00","7.68M","-0.37%"
"23-07-2024","24,582.45","24,625.00","24,680.00","24,184.10","5.57M","-0.18%"
"22-07-2024","24,627.70","24,574.40","24,722.00","24,512.40","2.03M","-0.12%"
"19-07-2024","24,657.20","24,935.85","24,950.00","24,635.25","1.81M","-1.07%"
"18-07-2024","24,924.15","24,700.00","24,950.00","24,646.00","1.64M","0.67%"
"16-07-2024","24,757.25","24,754.25","24,800.00","24,715.45","455.03K","0.08%"
"15-07-2024","24,736.30","24,700.00","24,752.00","24,662.00","508.15K","0.38%"
"12-07-2024","24,643.00","24,534.70","24,705.45","24,502.45","964.15K","0.53%"
"11-07-2024","24,513.85","24,500.00","24,535.00","24,367.40","464.55K","0.14%"
"10-07-2024","24,480.50","24,590.00","24,618.00","24,341.65","718.18K","-0.51%"
"09-07-2024","24,607.20","24,495.95","24,630.00","24,489.20","603.28K","0.46%"
"08-07-2024","24,493.35","24,475.05","24,515.35","24,412.60","234.90K","-0.02%"
"05-07-2024","24,497.25","24,415.00","24,530.00","24,365.40","475.63K","0.11%"
"04-07-2024","24,471.00","24,502.20","24,565.00","24,455.00","368.50K","0.03%"
"03-07-2024","24,462.50","24,412.00","24,485.00","24,374.20","449.03K","0.59%"
"02-07-2024","24,319.05","24,336.80","24,400.00","24,237.00","468.85K","0.03%"
"01-07-2024","24,311.10","24,211.05","24,328.35","24,190.00","264.15K","0.31%"
"28-06-2024","24,236.00","24,218.10","24,336.85","24,210.50","581.13K","0.58%"
"27-06-2024","24,095.85","23,953.60","24,121.10","23,899.85","12.12M","0.51%"
"26-06-2024","23,972.50","23,826.35","24,000.00","23,780.80","5.23M","0.59%"
"25-06-2024","23,831.65","23,743.95","23,848.65","23,692.10","4.13M","0.68%"
"24-06-2024","23,669.80","23,511.20","23,694.00","23,470.00","3.91M","0.24%"
"21-06-2024","23,612.30","23,710.10","23,743.65","23,550.00","1.89M","-0.37%"
"20-06-2024","23,700.30","23,654.60","23,738.95","23,567.00","1.10M","0.32%"
"19-06-2024","23,624.60","23,704.70","23,788.00","23,550.35","1.29M","-0.27%"
"18-06-2024","23,688.55","23,620.00","23,728.95","23,620.00","790.45K","0.42%"
"14-06-2024","23,588.55","23,585.00","23,609.00","23,480.40","858.58K","0.29%"
"13-06-2024","23,521.40","23,510.20","23,594.80","23,495.15","621.95K","0.19%"
"12-06-2024","23,476.95","23,440.05","23,600.95","23,437.20","1.30M","0.16%"
"11-06-2024","23,439.65","23,387.90","23,568.00","23,350.55","706.20K","0.24%"
"10-06-2024","23,382.85","23,500.00","23,530.00","23,351.60","721.58K","-0.26%"
"07-06-2024","23,444.60","23,017.40","23,458.00","22,980.40","1.14M","1.79%"
"06-06-2024","23,033.10","22,850.00","23,105.00","22,830.00","1.06M","1.10%"
"05-06-2024","22,783.30","22,133.00","22,845.00","21,970.05","1.22M","3.26%"
"04-06-2024","22,063.00","23,539.95","23,539.95","21,410.45","2.78M","-6.28%"
"03-06-2024","23,542.05","23,396.00","23,600.00","23,295.00","894.90K","3.07%"
"31-05-2024","22,841.70","22,804.00","22,924.00","22,757.00","521.60K","0.95%"
"30-05-2024","22,627.35","22,827.65","22,827.95","22,567.25","12.03M","-1.03%"
"29-05-2024","22,863.00","22,969.95","22,999.95","22,842.20","5.86M","-0.79%"
"28-05-2024","23,044.00","23,114.95","23,145.05","23,025.65","3.56M","-0.24%"
"27-05-2024","23,100.45","23,150.00","23,271.25","23,032.60","3.34M","-0.04%"
"24-05-2024","23,109.15","23,105.00","23,185.00","23,045.50","1.67M","0.08%"
"23-05-2024","23,091.75","22,762.15","23,109.85","22,747.85","2.84M","1.48%"
"22-05-2024","22,754.10","22,693.80","22,777.00","22,646.15","971.38K","0.21%"
"21-05-2024","22,705.40","22,637.65","22,775.45","22,613.40","1.05M","0.72%"
"18-05-2024","22,543.90","22,530.25","22,549.70","22,502.10","770.75K","-0.26%"
"17-05-2024","22,602.45","22,583.00","22,644.00","22,512.50","1.22M","0.22%"
"16-05-2024","22,552.65","22,420.25","22,590.30","22,267.90","2.03M","0.72%"
"15-05-2024","22,390.35","22,438.30","22,485.00","22,325.15","916.33K","-0.13%"
"14-05-2024","22,418.55","22,325.00","22,469.90","22,267.00","1.64M","0.48%"
"13-05-2024","22,311.90","22,229.00","22,339.00","22,015.20","1.49M","0.27%"
"10-05-2024","22,252.85","22,235.00","22,342.00","22,170.35","887.65K","0.29%"
"09-05-2024","22,189.40","22,507.00","22,507.05","22,161.05","1.49M","-1.40%"
"08-05-2024","22,504.70","22,480.00","22,599.00","22,399.05","786.95K","0.05%"
"07-05-2024","22,494.05","22,640.00","22,697.15","22,425.00","816.18K","-0.72%"
"06-05-2024","22,656.60","22,702.70","22,790.95","22,618.80","483.48K","-0.14%"
"03-05-2024","22,688.30","22,940.00","22,977.50","22,584.95","910.58K","-0.81%"
"02-05-2024","22,873.40","22,851.05","22,900.00","22,777.05","305.95K","0.24%"
"30-04-2024","22,818.50","22,855.00","22,944.70","22,802.35","396.93K","-0.10%"
"29-04-2024","22,840.65","22,705.05","22,853.75","22,670.00","459.43K","0.77%"
"26-04-2024","22,667.05","22,791.35","22,797.90","22,642.85","439.88K","0.06%"
"25-04-2024","22,653.95","22,435.20","22,715.00","22,435.15","11.65M","0.64%"
"24-04-2024","22,509.75","22,535.00","22,596.00","22,479.05","4.71M","0.11%"
"23-04-2024","22,485.70","22,549.95","22,550.00","22,465.00","3.43M","-0.05%"
"22-04-2024","22,496.55","22,325.00","22,531.00","22,325.00","2.54M","0.99%"
"19-04-2024","22,275.45","22,072.05","22,313.80","21,963.10","2.34M","0.31%"
"18-04-2024","22,206.10","22,375.00","22,493.95","22,178.30","2.69M","-0.67%"
"16-04-2024","22,356.40","22,365.00","22,404.95","22,270.15","866.30K","-0.69%"
"15-04-2024","22,510.90","22,699.95","22,699.95","22,496.00","1.22M","-1.03%"
"12-04-2024","22,746.30","22,865.00","22,904.90","22,736.50","898.55K","-0.86%"
"10-04-2024","22,944.00","22,898.45","22,959.90","22,888.05","349.20K","0.32%"
"09-04-2024","22,870.10","22,935.00","22,977.30","22,842.10","421.45K","-0.04%"
"08-04-2024","22,879.85","22,752.35","22,900.00","22,752.35","662.70K","0.67%"
"05-04-2024","22,728.20","22,710.00","22,750.00","22,650.00","310.65K","-0.12%"
"04-04-2024","22,755.30","22,780.00","22,805.00","22,568.10","712.80K","0.31%"
"03-04-2024","22,685.70","22,699.65","22,768.00","22,597.65","346.40K","-0.15%"
"02-04-2024","22,719.30","22,701.10","22,745.00","22,651.20","221.05K","-0.09%"
"01-04-2024","22,739.00","22,658.00","22,784.95","22,657.95","2.55M","1.12%"
"28-03-2024","22,488.20","22,340.00","22,640.00","22,340.00","12.60M","0.70%"
"27-03-2024","22,331.80","22,265.00","22,380.00","22,254.20","4.81M","0.32%"
"26-03-2024","22,260.55","22,260.00","22,322.95","22,210.00","3.65M","-0.33%"
"22-03-2024","22,335.35","22,240.00","22,420.40","22,122.70","2.49M","0.31%"
"21-03-2024","22,266.55","22,202.00","22,308.00","22,185.00","1.58M","0.86%"
"20-03-2024","22,076.15","22,080.00","22,149.85","21,963.95","1.37M","0.09%"
"19-03-2024","22,055.95","22,260.00","22,260.00","22,040.00","1.35M","-1.09%"
"18-03-2024","22,298.25","22,275.00","22,373.25","22,185.40","1.13M","0.01%"
"15-03-2024","22,295.55","22,339.85","22,353.00","22,170.00","1.75M","-0.56%"
"14-03-2024","22,421.80","22,250.00","22,485.00","22,200.05","809.20K","0.73%"
"13-03-2024","22,259.75","22,617.75","22,640.55","22,190.00","1.51M","-1.51%"
"12-03-2024","22,601.45","22,574.85","22,688.95","22,534.05","452.00K","0.12%"
"11-03-2024","22,574.85","22,725.00","22,725.90","22,548.00","596.35K","-0.52%"
"07-03-2024","22,692.60","22,732.85","22,756.00","22,673.50","301.90K","-0.19%"
"06-03-2024","22,735.55","22,551.25","22,746.90","22,470.85","519.80K","0.68%"
"05-03-2024","22,580.95","22,605.05","22,659.95","22,500.35","973.20K","-0.26%"
"04-03-2024","22,639.85","22,890.30","22,890.30","22,605.45","372.65K","0.61%"
"02-03-2024","22,502.00","22,502.45","22,547.00","22,443.50","1.38M","-0.34%"
"01-03-2024","22,579.20","22,344.00","22,593.00","22,337.45","607.50K","1.89%"
"29-02-2024","22,160.50","22,074.95","22,199.55","22,022.00","9.09M","0.38%"
"28-02-2024","22,075.70","22,360.25","22,371.55","22,045.00","5.99M","-1.22%"
"27-02-2024","22,348.85","22,178.00","22,373.05","22,178.00","4.25M","0.26%"
"26-02-2024","22,291.80","22,335.30","22,374.95","22,241.90","2.95M","-0.37%"
"23-02-2024","22,374.30","22,413.00","22,464.95","22,353.80","1.66M","-0.04%"
"22-02-2024","22,383.20","22,218.50","22,410.00","22,093.60","2.29M","0.77%"
"21-02-2024","22,211.80","22,397.95","22,409.00","22,175.00","1.35M","-0.66%"
"20-02-2024","22,359.15","22,307.00","22,372.75","22,225.40","701.70K","0.21%"
"19-02-2024","22,312.05","22,299.95","22,399.00","22,201.50","673.35K","0.31%"
"16-02-2024","22,242.25","22,165.05","22,277.65","22,165.05","718.55K","0.42%"
"15-02-2024","22,149.60","22,074.70","22,169.95","21,996.25","655.90K","0.42%"
"14-02-2024","22,057.10","21,839.95","22,093.00","21,753.60","853.75K","0.42%"
"13-02-2024","21,965.25","21,872.95","21,981.60","21,780.00","506.70K","0.56%"
"12-02-2024","21,842.00","21,949.40","22,041.10","21,813.40","544.55K","-0.67%"
"09-02-2024","21,989.45","21,900.00","22,008.00","21,823.05","496.60K","0.17%"
"08-02-2024","21,951.85","22,210.00","22,228.85","21,912.30","728.55K","-0.88%"
"07-02-2024","22,146.00","22,200.00","22,244.95","22,047.85","404.30K","0.12%"
"06-02-2024","22,120.05","21,968.45","22,150.00","21,930.75","455.60K","0.79%"
"05-02-2024","21,947.65","22,050.55","22,169.00","21,911.00","588.20K","-0.63%"
"02-02-2024","22,087.75","22,010.00","22,333.75","22,010.00","849.20K","0.88%"
"01-02-2024","21,894.55","21,973.65","22,051.05","21,870.95","458.10K","-0.23%"
"31-01-2024","21,945.55","21,740.05","21,975.00","21,713.80","403.35K","0.78%"
"30-01-2024","21,774.95","22,072.45","22,083.05","21,755.05","451.45K","-0.99%"
"29-01-2024","21,992.20","21,700.00","22,016.65","21,691.70","619.75K","2.34%"
"25-01-2024","21,488.55","21,611.00","21,611.00","21,394.05","9.21M","-0.57%"
"24-01-2024","21,612.35","21,346.10","21,640.00","21,287.05","9.13M","1.22%"
"23-01-2024","21,352.30","21,806.65","21,916.00","21,307.00","6.68M","-2.12%"
"19-01-2024","21,814.90","21,710.00","21,845.30","21,709.95","1.49M","0.64%"
"18-01-2024","21,675.80","21,650.00","21,726.70","21,467.20","3.03M","-0.30%"
"17-01-2024","21,741.85","22,010.00","22,044.00","21,722.00","2.20M","-1.96%"
"16-01-2024","22,175.90","22,251.00","22,277.70","22,113.25","803.80K","-0.44%"
"15-01-2024","22,274.00","22,180.00","22,286.80","22,135.00","804.30K","0.84%"
"12-01-2024","22,089.30","21,891.00","22,130.85","21,867.00","965.40K","1.24%"
"11-01-2024","21,819.60","21,884.00","21,909.40","21,768.35","377.15K","-0.11%"
"10-01-2024","21,843.45","21,725.00","21,870.00","21,641.00","452.05K","0.42%"
"09-01-2024","21,751.60","21,800.00","21,938.00","21,732.00","671.50K","0.15%"
"08-01-2024","21,718.30","21,928.00","21,945.00","21,705.00","568.00K","-0.96%"
"05-01-2024","21,928.20","21,937.95","21,963.95","21,817.70","425.45K","0.06%"
"04-01-2024","21,914.20","21,778.05","21,940.00","21,773.25","389.95K","0.81%"
"03-01-2024","21,738.10","21,859.85","21,859.85","21,720.00","515.85K","-0.72%"
"02-01-2024","21,896.35","21,970.05","22,001.95","21,815.00","519.10K","-0.56%"
"01-01-2024","22,018.65","21,975.00","22,155.45","21,947.00","441.45K","0.01%"
"29-12-2023","22,016.15","22,055.65","22,064.75","21,965.00","409.35K","0.34%"
"28-12-2023","21,942.30","21,895.10","21,966.65","21,861.75","8.01M","0.40%"
"27-12-2023","21,854.10","21,690.25","21,879.10","21,680.20","6.63M","1.02%"
"26-12-2023","21,633.10","21,561.55","21,690.00","21,520.05","4.48M","0.33%"
"22-12-2023","21,561.55","21,525.45","21,632.90","21,440.00","3.30M","0.29%"
"21-12-2023","21,498.95","21,299.00","21,526.60","21,220.55","2.17M","0.60%"
"20-12-2023","21,371.45","21,731.20","21,819.25","21,316.00","2.69M","-1.35%"
"19-12-2023","21,663.40","21,600.00","21,729.90","21,550.00","1.15M","0.24%"
"18-12-2023","21,611.70","21,640.50","21,681.85","21,596.70","677.45K","-0.37%"
"15-12-2023","21,691.25","21,523.00","21,725.85","21,486.65","1.10M","1.09%"
"14-12-2023","21,456.55","21,222.00","21,486.05","21,222.00","927.20K","1.40%"
"13-12-2023","21,160.25","21,210.00","21,210.00","21,028.65","520.20K","0.05%"
"12-12-2023","21,149.85","21,235.00","21,248.65","21,120.10","298.95K","-0.27%"
"11-12-2023","21,207.15","21,197.55","21,239.00","21,158.00","269.00K","0.04%"
"08-12-2023","21,197.95","21,178.60","21,225.00","21,074.85","410.10K","0.22%"
"07-12-2023","21,152.25","21,176.85","21,176.85","21,078.00","248.50K","-0.04%"
"06-12-2023","21,161.10","21,125.00","21,175.00","21,066.00","430.40K","0.48%"
"05-12-2023","21,060.65","20,933.85","21,075.00","20,922.10","472.10K","0.69%"
"04-12-2023","20,915.45","20,749.05","20,943.60","20,730.30","736.10K","2.06%"
"01-12-2023","20,492.80","20,428.05","20,525.00","20,418.20","339.90K","1.10%"
"30-11-2023","20,270.60","20,275.00","20,291.60","20,144.10","8.29M","0.09%"
"29-11-2023","20,252.60","20,150.50","20,267.00","20,100.00","5.23M","0.99%"
"28-11-2023","20,053.15","19,960.50","20,074.00","19,940.05","3.39M","0.58%"
"24-11-2023","19,937.95","19,987.95","19,999.80","19,915.00","1.03M","-0.21%"
"23-11-2023","19,980.25","19,998.05","20,027.85","19,953.00","804.85K","-0.06%"
"22-11-2023","19,993.15","19,952.05","20,004.20","19,867.25","912.95K","0.20%"
"21-11-2023","19,952.55","19,908.45","20,005.00","19,908.45","432.15K","0.45%"
"20-11-2023","19,863.40","19,891.00","19,980.00","19,833.00","424.90K","-0.27%"
"17-11-2023","19,917.70","19,880.00","19,969.90","19,861.25","469.40K","-0.09%"
"16-11-2023","19,936.40","19,835.00","20,035.70","19,801.05","808.50K","0.53%"
"15-11-2023","19,830.95","19,725.10","19,865.00","19,725.10","578.00K","1.16%"
"13-11-2023","19,603.30","19,618.00","19,633.85","19,575.25","202.80K","0.11%"
"10-11-2023","19,582.05","19,518.00","19,609.00","19,493.00","259.60K","-0.03%"
"09-11-2023","19,588.65","19,590.00","19,628.00","19,580.00","199.50K","-0.04%"
"08-11-2023","19,596.55","19,600.90","19,625.00","19,576.85","200.15K","0.08%"
"07-11-2023","19,581.50","19,592.00","19,594.95","19,520.00","180.55K","-0.04%"
"06-11-2023","19,589.55","19,499.00","19,593.20","19,490.45","320.35K","0.94%"
"03-11-2023","19,406.90","19,443.95","19,465.90","19,390.60","247.25K","0.33%"
"02-11-2023","19,342.20","19,300.00","19,359.30","19,250.00","361.10K","0.92%"
"01-11-2023","19,165.40","19,251.40","19,277.60","19,157.05","252.40K","-0.50%"
"31-10-2023","19,261.80","19,411.25","19,411.25","19,226.25","396.10K","-0.33%"
"30-10-2023","19,326.05","19,230.30","19,339.00","19,124.35","502.90K","0.45%"
"27-10-2023","19,239.90","19,119.85","19,264.95","19,119.30","443.50K","1.41%"
"26-10-2023","18,972.60","19,149.80","19,149.80","18,950.00","10.44M","-1.31%"
"25-10-2023","19,224.95","19,407.55","19,451.00","19,170.00","6.36M","-0.81%"
"23-10-2023","19,381.35","19,639.85","19,665.90","19,357.00","4.02M","-1.39%"
"20-10-2023","19,654.15","19,691.05","19,705.00","19,637.00","1.32M","-0.49%"
"19-10-2023","19,750.90","19,723.30","19,800.10","19,656.75","1.16M","-0.31%"
"18-10-2023","19,812.30","19,921.50","19,970.00","19,795.15","712.80K","-0.61%"
"17-10-2023","19,933.90","19,937.45","19,976.85","19,896.30","408.95K","0.33%"
"16-10-2023","19,868.20","19,850.00","19,920.00","19,824.00","375.75K","0.01%"
"13-10-2023","19,866.40","19,840.00","19,938.95","19,815.25","475.50K","-0.49%"
"12-10-2023","19,965.20","19,965.90","19,994.85","19,925.00","294.00K","0.00%"
"11-10-2023","19,965.75","19,920.00","19,985.00","19,903.40","341.65K","0.58%"
"10-10-2023","19,850.10","19,709.10","19,862.95","19,709.10","475.40K","0.99%"
"09-10-2023","19,655.65","19,699.95","19,744.90","19,627.80","347.15K","-0.69%"
"06-10-2023","19,792.15","19,737.95","19,804.25","19,725.80","366.20K","0.52%"
"05-10-2023","19,689.15","19,638.00","19,730.00","19,631.60","273.50K","0.51%"
"04-10-2023","19,590.05","19,601.00","19,638.00","19,490.00","317.35K","-0.53%"
"03-10-2023","19,695.05","19,770.00","19,770.00","19,666.00","284.95K","-0.66%"
"29-09-2023","19,826.60","19,800.00","19,903.00","19,760.00","294.10K","0.97%"
"28-09-2023","19,637.10","19,860.70","19,860.70","19,610.10","9.22M","-0.97%"
"27-09-2023","19,828.90","19,749.80","19,852.00","19,661.20","4.44M","0.18%"
"26-09-2023","19,793.55","19,839.95","19,842.80","19,761.00","2.60M","-0.14%"
"25-09-2023","19,820.35","19,828.10","19,884.70","19,755.00","2.52M","-0.01%"
"22-09-2023","19,822.65","19,897.00","19,941.35","19,807.00","1.32M","-0.37%"
"21-09-2023","19,897.10","19,994.05","20,039.25","19,871.60","1.46M","-0.95%"
"20-09-2023","20,087.75","20,185.55","20,210.00","20,051.00","919.15K","-0.98%"
"18-09-2023","20,286.45","20,319.75","20,336.00","20,272.00","297.60K","-0.32%"
"15-09-2023","20,352.35","20,324.00","20,370.00","20,294.25","419.80K","0.39%"
"14-09-2023","20,272.75","20,260.00","20,300.00","20,202.35","392.15K","0.22%"
"13-09-2023","20,227.25","20,101.30","20,250.00","20,101.30","311.55K","0.38%"
"12-09-2023","20,150.35","20,200.00","20,227.15","20,073.00","418.55K","0.06%"
"11-09-2023","20,137.50","19,971.50","20,149.85","19,971.50","397.20K","0.81%"
"08-09-2023","19,974.85","19,894.65","20,014.95","19,880.25","366.10K","0.52%"
"07-09-2023","19,871.95","19,735.05","19,884.95","19,707.05","451.80K","0.59%"
"06-09-2023","19,755.00","19,738.00","19,770.00","19,660.00","258.95K","0.03%"
"05-09-2023","19,748.90","19,705.95","19,756.85","19,690.00","209.30K","0.23%"
"04-09-2023","19,703.45","19,640.00","19,713.70","19,603.65","207.40K","0.50%"
"01-09-2023","19,606.10","19,500.00","19,620.00","19,475.00","279.75K","0.99%"
"31-08-2023","19,414.25","19,452.35","19,492.00","19,388.35","7.12M","-0.16%"
"30-08-2023","19,445.30","19,475.00","19,542.40","19,430.60","4.00M","0.05%"
"29-08-2023","19,436.40","19,442.00","19,474.70","19,408.00","2.64M","0.08%"
"28-08-2023","19,421.25","19,363.40","19,464.40","19,362.20","2.37M","0.29%"
"25-08-2023","19,364.95","19,475.75","19,475.75","19,331.00","1.59M","-0.75%"
"24-08-2023","19,510.50","19,618.90","19,680.65","19,495.25","1.12M","-0.15%"
"23-08-2023","19,539.75","19,470.00","19,559.50","19,430.65","523.10K","0.26%"
"22-08-2023","19,489.15","19,459.00","19,534.85","19,459.00","482.85K","-0.10%"
"21-08-2023","19,507.75","19,424.05","19,538.00","19,419.85","724.10K","0.36%"
"18-08-2023","19,438.70","19,450.00","19,487.10","19,393.00","688.30K","-0.37%"
"17-08-2023","19,510.00","19,560.00","19,580.30","19,482.00","585.70K","-0.44%"
"16-08-2023","19,596.15","19,525.80","19,616.00","19,470.05","466.20K","0.00%"
"14-08-2023","19,595.95","19,570.05","19,617.10","19,441.45","459.55K","-0.16%"
"11-08-2023","19,627.65","19,700.00","19,700.05","19,607.30","354.55K","-0.43%"
"10-08-2023","19,712.75","19,791.00","19,791.00","19,653.95","380.15K","-0.42%"
"09-08-2023","19,795.85","19,710.00","19,806.90","19,627.50","345.40K","0.37%"
