"Date","Price","Open","High","Low","Vol.","Change %"
"16-04-2026","24,487.40","24,599.90","24,663.00","24,405.10","200.46K","-0.14%"
"15-04-2026","24,522.30","24,306.60","24,599.20","24,306.60","176.67K","1.53%"
"13-04-2026","24,152.90","24,001.10","24,225.00","23,900.00","229.32K","0.22%"
"10-04-2026","24,101.00","23,930.90","24,120.00","23,914.10","5.38M","1.00%"
"09-04-2026","23,861.30","23,960.00","24,029.50","23,750.00","5.74M","-0.82%"
"08-04-2026","24,057.80","23,850.10","24,090.00","23,830.00","8.00M","3.92%"
"07-04-2026","23,151.10","22,875.00","23,184.40","22,806.00","7.27M","0.41%"
"06-04-2026","23,057.00","22,749.90","23,089.00","22,627.00","7.71M","1.28%"
"02-04-2026","22,766.60","22,451.00","22,824.00","22,276.70","8.77M","-0.15%"
"01-04-2026","22,800.10","22,850.00","23,035.00","22,732.00","8.80M","2.10%"
"30-03-2026","22,331.40","22,609.50","22,709.90","22,285.80","7.83M","-2.13%"
"27-03-2026","22,816.60","23,160.00","23,168.50","22,794.90","10.74M","-2.07%"
"25-03-2026","23,300.00","23,075.00","23,460.50","23,064.00","9.28M","1.62%"
"24-03-2026","22,928.40","22,840.00","23,061.00","22,617.00","10.86M","1.84%"
"23-03-2026","22,514.90","22,821.00","22,839.90","22,471.00","8.77M","-2.70%"
"20-03-2026","23,140.50","23,180.00","23,378.00","23,069.10","8.90M","0.37%"
"19-03-2026","23,054.80","23,340.00","23,391.40","22,940.20","9.35M","-3.03%"
"18-03-2026","23,776.40","23,662.10","23,875.70","23,648.80","6.84M","0.67%"
"17-03-2026","23,617.40","23,520.00","23,670.00","23,372.60","7.56M","0.80%"
"16-03-2026","23,429.20","23,235.10","23,534.10","23,025.00","11.27M","0.99%"
"13-03-2026","23,199.30","23,499.00","23,570.10","23,155.10","11.65M","-2.23%"
"12-03-2026","23,728.50","23,720.00","23,925.00","23,640.00","8.81M","-0.88%"
"11-03-2026","23,939.10","24,339.00","24,375.00","23,912.00","7.96M","-1.86%"
"10-03-2026","24,393.60","24,286.60","24,419.60","24,158.90","7.04M","1.12%"
"09-03-2026","24,122.50","23,845.00","24,204.70","23,804.00","11.44M","-1.72%"
"06-03-2026","24,545.70","24,689.90","24,777.00","24,500.00","5.86M","-1.24%"
"05-03-2026","24,854.30","24,659.00","24,970.50","24,625.00","7.63M","1.10%"
"04-03-2026","24,584.70","24,450.00","24,700.00","24,427.00","10.55M","-1.59%"
"02-03-2026","24,982.20","25,100.00","25,151.00","24,743.40","9.16M","-1.41%"
"27-02-2026","25,338.60","25,570.00","25,580.00","25,286.10","5.98M","-1.16%"
"26-02-2026","25,635.80","25,680.00","25,725.00","25,538.00","3.91M","0.03%"
"25-02-2026","25,628.80","25,655.00","25,817.80","25,571.20","5.76M","0.80%"
"24-02-2026","25,424.65","25,616.30","25,640.40","25,341.00","5.74M","-1.09%"
"23-02-2026","25,705.20","25,686.00","25,779.90","25,593.30","8.00M","0.47%"
"20-02-2026","25,584.70","25,415.10","25,688.00","25,389.70","6.90M","0.55%"
"19-02-2026","25,446.00","25,848.80","25,877.00","25,402.40","6.18M","-1.48%"
"18-02-2026","25,827.80","25,752.00","25,844.80","25,660.00","3.78M","0.34%"
"17-02-2026","25,739.40","25,643.00","25,777.00","25,582.50","4.09M","0.09%"
"16-02-2026","25,717.20","25,455.00","25,728.00","25,430.00","4.22M","0.78%"
"13-02-2026","25,518.80","25,724.90","25,724.90","25,476.50","5.81M","-1.31%"
"12-02-2026","25,858.20","25,950.00","25,966.50","25,820.00","3.91M","-0.52%"
"11-02-2026","25,994.20","26,050.00","26,068.00","25,955.00","3.45M","0.03%"
"10-02-2026","25,985.60","25,961.00","26,044.00","25,940.50","3.84M","0.27%"
"09-02-2026","25,915.40","25,921.00","25,940.90","25,854.50","4.14M","0.70%"
"06-02-2026","25,735.10","25,643.00","25,745.00","25,567.20","5.49M","0.04%"
"05-02-2026","25,725.00","25,799.00","25,812.70","25,670.00","4.36M","-0.48%"
"04-02-2026","25,848.80","25,735.50","25,910.00","25,710.00","4.94M","0.12%"
"03-02-2026","25,817.10","26,200.00","26,320.00","25,725.00","18.16M","2.69%"
"02-02-2026","25,141.80","24,800.00","25,159.00","24,758.50","9.24M","1.16%"
"01-02-2026","24,853.50","25,425.00","25,524.40","24,635.90","14.45M","-2.21%"
"30-01-2026","25,416.40","25,412.50","25,468.80","25,298.00","6.96M","-0.47%"
"29-01-2026","25,536.30","25,400.00","25,564.80","25,262.50","9.03M","0.34%"
"28-01-2026","25,450.40","25,435.00","25,490.00","25,300.10","7.09M","1.09%"
"27-01-2026","25,175.40","25,184.00","25,205.00","24,957.00","6.90M","0.38%"
"23-01-2026","25,079.80","25,379.90","25,379.90","25,045.70","7.06M","-1.07%"
"22-01-2026","25,349.80","25,330.00","25,475.00","25,200.00","10.48M","0.68%"
"21-01-2026","25,178.20","25,236.50","25,340.00","24,961.00","10.36M","-0.32%"
"20-01-2026","25,259.20","25,600.00","25,604.80","25,224.60","6.39M","-1.32%"
"19-01-2026","25,596.00","25,626.00","25,680.00","25,530.00","4.86M","-0.60%"
"16-01-2026","25,751.50","25,784.00","25,958.00","25,722.00","6.01M","0.11%"
"15-01-2026","25,723.00","25,723.00","25,723.00","25,723.00","","0.02%"
"14-01-2026","25,719.00","25,750.10","25,850.00","25,670.00","4.59M","-0.28%"
"13-01-2026","25,790.80","25,911.00","25,934.80","25,661.10","5.69M","-0.33%"
"12-01-2026","25,876.00","25,770.00","25,899.00","25,573.20","7.92M","0.34%"
"09-01-2026","25,788.30","25,966.00","26,031.60","25,725.00","5.83M","-0.76%"
"08-01-2026","25,985.60","26,190.00","26,210.00","25,965.00","6.91M","-0.95%"
"07-01-2026","26,235.30","26,234.90","26,298.00","26,186.00","3.57M","-0.19%"
"06-01-2026","26,285.10","26,354.00","26,399.00","26,255.00","4.33M","-0.18%"
"05-01-2026","26,331.30","26,500.00","26,510.00","26,308.50","5.17M","-0.47%"
"02-01-2026","26,455.40","26,306.00","26,480.00","26,306.00","4.17M","0.63%"
"01-01-2026","26,290.40","26,332.00","26,339.60","26,261.00","2.04M","-0.02%"
"31-12-2025","26,296.30","26,145.00","26,325.00","26,130.20","4.74M","1.38%"
"30-12-2025","25,938.85","25,922.00","25,983.50","25,880.10","5.38M","-0.07%"
"29-12-2025","25,957.20","26,080.00","26,100.20","25,934.60","6.47M","-0.40%"
"26-12-2025","26,060.20","26,139.00","26,149.00","26,041.00","5.96M","-0.43%"
"24-12-2025","26,173.10","26,228.00","26,269.70","26,151.70","3.31M","-0.13%"
"23-12-2025","26,206.90","26,240.00","26,259.00","26,163.00","3.08M","0.03%"
"22-12-2025","26,197.90","26,150.00","26,206.50","26,130.00","3.58M","0.65%"
"19-12-2025","26,030.00","25,965.00","26,043.80","25,951.10","4.67M","0.58%"
"18-12-2025","25,880.60","25,875.00","25,980.00","25,801.00","5.11M","-0.07%"
"17-12-2025","25,897.80","25,925.00","26,004.90","25,857.10","3.61M","-0.17%"
"16-12-2025","25,940.70","26,012.00","26,045.00","25,929.50","4.86M","-0.64%"
"15-12-2025","26,108.70","26,070.00","26,132.50","25,987.80","4.52M","-0.14%"
"12-12-2025","26,145.40","26,100.00","26,158.50","26,040.10","4.80M","0.52%"
"11-12-2025","26,009.50","25,910.00","26,038.90","25,804.10","5.57M","0.56%"
"10-12-2025","25,863.90","25,882.30","26,061.00","25,842.00","4.98M","-0.37%"
"09-12-2025","25,960.20","25,999.00","26,039.00","25,875.00","6.82M","-0.40%"
"08-12-2025","26,064.70","26,325.00","26,325.00","26,030.00","6.61M","-1.02%"
"05-12-2025","26,333.20","26,151.90","26,370.00","26,151.90","5.92M","0.56%"
"04-12-2025","26,186.50","26,105.00","26,243.90","26,070.20","4.57M","0.19%"
"03-12-2025","26,136.20","26,225.00","26,225.00","26,049.00","5.51M","-0.29%"
"02-12-2025","26,213.00","26,278.80","26,315.00","26,181.00","5.08M","-0.46%"
"01-12-2025","26,334.70","26,455.10","26,493.80","26,301.40","4.88M","-0.20%"
"28-11-2025","26,387.40","26,341.00","26,459.90","26,336.30","3.05M","-0.01%"
"27-11-2025","26,390.90","26,401.10","26,495.60","26,317.50","4.89M","0.04%"
"26-11-2025","26,381.20","26,105.00","26,392.00","26,085.00","7.32M","1.92%"
"25-11-2025","25,884.80","25,961.00","26,035.00","25,867.40","5.51M","-0.43%"
"24-11-2025","25,996.40","26,111.00","26,168.80","25,955.00","7.29M","-0.31%"
"21-11-2025","26,077.50","26,136.30","26,195.00","26,061.30","8.62M","-0.55%"
"20-11-2025","26,220.80","26,136.00","26,264.00","26,072.00","6.64M","0.57%"
"19-11-2025","26,071.00","25,940.00","26,090.00","25,887.80","5.06M","0.47%"
"18-11-2025","25,948.80","26,020.00","26,042.00","25,905.70","5.16M","-0.43%"
"17-11-2025","26,060.10","26,006.00","26,083.00","25,971.00","4.01M","0.42%"
"14-11-2025","25,951.40","25,904.00","25,983.00","25,815.00","8.09M","-0.01%"
"13-11-2025","25,953.80","25,952.00","26,092.50","25,896.20","5.18M","-0.12%"
"12-11-2025","25,986.10","25,925.60","26,024.00","25,902.20","5.28M","0.68%"
